order_id,customer_id,product_id,quantity,unit_price,order_date,delivery_status,payment_method,region,discount_applied,revenue,month
O894470,C00028,P0012,2.0,14.88,2025-07-06,delivered,Credit Card,North,0.0,29.76,2025-07
O532409,C00335,P0011,3.0,42.1,2025-07-06,delivered,Credit Card,West,0.15,107.355,2025-07
O142838,C00119,P0015,5.0,27.91,2025-07-06,delayed,Bank Transfer,North,0.05,132.5725,2025-07
O398750,C00235,P0004,2.0,9.2,2025-07-06,cancelled,Bank Transfer,Central,0.0,18.4,2025-07
O674500,C00438,P0021,2.0,33.5,2025-07-06,delivered,Paypal,North,0.2,53.6,2025-07
O752264,C00331,P0010,1.0,38.9,2025-07-06,delayed,Credit Card,West,0.15,33.065,2025-07
O338447,C00288,P0024,5.0,37.11,2025-07-06,cancelled,Paypal,West,0.0,185.55,2025-07
O430604,C00238,P0014,2.0,20.28,2025-07-06,delayed,Bank Transfer,East,0.2,32.448,2025-07
O603203,C00458,P0016,3.0,25.19,2025-07-06,delayed,Paypal,Central,0.0,75.57000000000001,2025-07
O617147,C00019,P0030,3.0,11.79,2025-07-06,delivered,Paypal,West,0.15,30.064499999999995,2025-07
O580435,C00129,P0005,1.0,13.09,2025-07-06,delayed,Credit Card,East,0.1,11.781,2025-07
O296600,C00100,P0030,5.0,36.8,2025-07-06,delivered,Credit Card,East,0.05,174.79999999999998,2025-07
O839596,C00017,P0025,3.0,47.06,2025-07-06,delayed,Credit Card,Central,0.15,120.003,2025-07
O979301,C00490,P0010,4.0,36.87,2025-07-06,delayed,Credit Card,North,0.05,140.106,2025-07
O742770,C00017,P0017,1.0,18.04,2025-07-06,delivered,Bank Transfer,Central,0.0,18.04,2025-07
O284728,C00308,P0007,4.0,24.77,2025-07-06,delivered,Paypal,West,0.05,94.12599999999999,2025-07
O432951,C00100,P0029,4.0,18.0,2025-07-06,delivered,Paypal,Central,0.0,72.0,2025-07
O516274,C00162,P0030,1.0,25.96,2025-07-06,cancelled,Paypal,Central,0.2,20.768,2025-07
O356204,C00278,P0014,4.0,19.07,2025-07-06,delayed,Credit Card,Central,0.15,64.838,2025-07
O931393,C00343,P0002,5.0,9.05,2025-07-06,delivered,Paypal,West,0.15,38.4625,2025-07
O661724,C00365,P0021,1.0,48.41,2025-07-06,delivered,Bank Transfer,North,0.2,38.728,2025-07
O418966,C00309,P0026,5.0,16.72,2025-07-06,cancelled,Credit Card,West,0.05,79.41999999999999,2025-07
O547134,C00003,P0011,5.0,33.74,2025-07-06,delivered,Paypal,South,0.2,134.96,2025-07
O648326,C00381,P0013,5.0,17.82,2025-07-06,cancelled,Credit Card,Central,0.15,75.735,2025-07
O588715,C00381,P0013,2.0,42.55,2025-07-06,cancelled,Credit Card,East,0.0,85.1,2025-07
O919326,C00101,P0029,1.0,40.17,2025-07-06,cancelled,Credit Card,Central,0.15,34.1445,2025-07
O887598,C00343,P0026,4.0,27.61,2025-07-06,delayed,Paypal,North,0.15,93.874,2025-07
O824104,C00494,P0016,1.0,31.11,2025-07-06,cancelled,Credit Card,Central,0.05,29.554499999999997,2025-07
O413447,C00273,P0008,3.0,12.28,2025-07-06,delivered,Bank Transfer,North,0.05,34.998,2025-07
O207719,C00135,P0013,5.0,43.54,2025-07-06,cancelled,Bank Transfer,North,0.0,217.7,2025-07
O882319,C00485,P0027,1.0,33.64,2025-07-06,delivered,Bank Transfer,South,0.0,33.64,2025-07
O427455,C00382,P0023,5.0,36.44,2025-07-06,delayed,Bank Transfer,West,0.15,154.86999999999998,2025-07
O952621,C00115,P0010,4.0,19.08,2025-07-06,delayed,Paypal,West,0.1,68.688,2025-07
O723619,C00200,P0009,3.0,46.53,2025-07-06,cancelled,Bank Transfer,East,0.05,132.6105,2025-07
O802245,C00310,P0004,1.0,47.75,2025-07-06,delayed,Credit Card,Central,0.0,47.75,2025-07
O331707,C00276,P0025,4.0,18.47,2025-07-06,delayed,Bank Transfer,Central,0.1,66.492,2025-07
O621543,C00023,P0023,4.0,37.09,2025-07-06,delivered,Credit Card,West,0.0,148.36,2025-07
O583570,C00366,P0029,2.0,21.75,2025-07-06,delivered,Paypal,East,0.2,34.800000000000004,2025-07
O309887,C00394,P0011,4.0,33.23,2025-07-06,delivered,Bank Transfer,East,0.1,119.62799999999999,2025-07
O826965,C00462,P0024,4.0,10.9,2025-07-06,delivered,Paypal,South,0.2,34.88,2025-07
O949892,C00159,P0021,1.0,25.88,2025-07-06,delayed,Paypal,West,0.1,23.291999999999998,2025-07
O831063,C00446,P0009,1.0,12.92,2025-07-06,delivered,Credit Card,West,0.05,12.274,2025-07
O954618,C00449,P0022,1.0,42.33,2025-07-06,delivered,Paypal,North,0.15,35.9805,2025-07
O629611,C00129,P0026,4.0,28.55,2025-07-06,cancelled,Credit Card,West,0.15,97.07,2025-07
O562766,C00351,P0014,2.0,36.74,2025-07-06,delivered,Credit Card,Central,0.15,62.458,2025-07
O958018,C00247,P0029,2.0,30.44,2025-07-06,cancelled,Bank Transfer,East,0.2,48.70400000000001,2025-07
O729794,C00001,P0009,2.0,18.44,2025-07-06,delayed,Credit Card,East,0.0,36.88,2025-07
O928431,C00039,P0014,5.0,12.59,2025-07-06,delayed,Credit Card,East,0.0,62.95,2025-07
O266540,C00022,P0023,1.0,31.16,2025-07-06,delayed,Credit Card,West,0.0,31.16,2025-07
O288516,C00325,P0011,1.0,18.18,2025-07-06,cancelled,Bank Transfer,East,0.2,14.544,2025-07
O447137,C00416,P0011,2.0,33.83,2025-07-06,delayed,Credit Card,Central,0.05,64.27699999999999,2025-07
O432437,C00087,P0011,2.0,29.2,2025-07-06,delayed,Paypal,Central,0.0,58.4,2025-07
O344632,C00125,P0030,3.0,43.13,2025-07-06,delivered,Bank Transfer,Central,0.05,122.9205,2025-07
O380237,C00313,P0016,3.0,8.58,2025-07-06,cancelled,Paypal,South,0.2,20.592000000000002,2025-07
O202634,C00197,P0025,1.0,34.16,2025-07-06,delayed,Paypal,West,0.15,29.035999999999998,2025-07
O801075,C00136,P0018,5.0,19.21,2025-07-06,delayed,Bank Transfer,West,0.05,91.2475,2025-07
O741986,C00126,P0025,2.0,9.12,2025-07-06,delayed,Paypal,East,0.0,18.24,2025-07
O270971,C00259,P0015,3.0,11.29,2025-07-06,cancelled,Credit Card,North,0.15,28.789499999999997,2025-07
O619110,C00498,P0019,4.0,40.8,2025-07-06,delayed,Paypal,Central,0.2,130.56,2025-07
O479226,C00080,P0028,4.0,33.94,2025-07-06,cancelled,Paypal,West,0.05,128.97199999999998,2025-07
O960585,C00337,P0005,4.0,9.49,2025-07-06,delayed,Credit Card,North,0.05,36.062,2025-07
O966240,C00108,P0009,5.0,11.38,2025-07-06,delivered,Bank Transfer,East,0.0,56.900000000000006,2025-07
O420577,C00176,P0011,2.0,25.53,2025-07-06,delivered,Credit Card,West,0.0,51.06,2025-07
O970620,C00457,P0021,2.0,48.17,2025-07-06,delayed,Credit Card,North,0.05,91.523,2025-07
O525820,C00174,P0021,4.0,43.05,2025-07-06,delivered,Bank Transfer,East,0.15,146.36999999999998,2025-07
O449109,C00299,P0004,3.0,25.71,2025-07-06,delayed,Credit Card,South,0.0,77.13,2025-07
O701780,C00226,P0023,1.0,37.45,2025-07-06,delivered,Credit Card,North,0.15,31.832500000000003,2025-07
O310707,C00414,P0026,3.0,29.61,2025-07-06,delivered,Credit Card,North,0.2,71.06400000000001,2025-07
O715373,C00170,P0022,1.0,22.29,2025-07-06,delivered,Paypal,East,0.15,18.9465,2025-07
O644385,C00054,P0007,2.0,44.34,2025-07-06,delivered,Credit Card,South,0.2,70.944,2025-07
O400149,C00212,P0028,1.0,14.57,2025-07-06,delivered,Bank Transfer,North,0.0,14.57,2025-07
O515400,C00389,P0027,2.0,22.04,2025-07-06,delayed,Paypal,North,0.05,41.876,2025-07
O888039,C00208,P0001,5.0,48.76,2025-07-06,cancelled,Bank Transfer,South,0.0,243.79999999999998,2025-07
O535008,C00485,P0024,3.0,23.16,2025-07-06,cancelled,Credit Card,South,0.0,69.48,2025-07
O289193,C00396,P0003,1.0,48.37,2025-07-06,cancelled,Credit Card,East,0.15,41.1145,2025-07
O498100,C00237,P0011,3.0,42.91,2025-07-06,delivered,Credit Card,East,0.0,128.73,2025-07
O547066,C00048,P0016,2.0,21.72,2025-07-06,delivered,Paypal,North,0.0,43.44,2025-07
O450494,C00495,P0011,2.0,10.73,2025-07-06,delivered,Credit Card,North,0.1,19.314,2025-07
O673721,C00335,P0005,4.0,49.16,2025-07-06,delayed,Bank Transfer,Central,0.2,157.312,2025-07
O961839,C00226,P0029,4.0,39.67,2025-07-06,delayed,Bank Transfer,West,0.0,158.68,2025-07
O415417,C00479,P0027,1.0,23.05,2025-07-06,delivered,Bank Transfer,West,0.0,23.05,2025-07
O258903,C00396,P0007,1.0,43.52,2025-07-06,delayed,Credit Card,South,0.05,41.344,2025-07
O373866,C00294,P0022,5.0,32.69,2025-07-06,delayed,Credit Card,Central,0.1,147.105,2025-07
O289752,C00141,P0018,5.0,25.3,2025-07-06,delivered,Credit Card,East,0.2,101.2,2025-07
O474684,C00403,P0030,1.0,43.1,2025-07-06,delivered,Bank Transfer,East,0.15,36.635,2025-07
O813647,C00054,P0010,1.0,37.75,2025-07-06,delivered,Credit Card,North,0.05,35.8625,2025-07
O834388,C00294,P0001,1.0,19.3,2025-07-06,delivered,Credit Card,Central,0.0,19.3,2025-07
O828060,C00462,P0018,5.0,27.53,2025-07-06,delivered,Paypal,Central,0.1,123.885,2025-07
O611624,C00358,P0004,4.0,46.76,2025-07-06,delivered,Credit Card,South,0.0,187.04,2025-07
O384620,C00340,P0014,3.0,21.13,2025-07-06,delivered,Credit Card,East,0.1,57.051,2025-07
O653462,C00152,P0007,1.0,25.2,2025-07-06,delivered,Credit Card,South,0.15,21.419999999999998,2025-07
O406414,C00021,P0009,3.0,27.14,2025-07-06,delayed,Credit Card,West,0.0,81.42,2025-07
O523938,C00321,P0005,2.0,28.45,2025-07-06,delivered,Credit Card,South,0.2,45.52,2025-07
O156711,C00159,P0004,3.0,49.07,2025-07-06,delivered,Credit Card,West,0.1,132.489,2025-07
O689054,C00318,P0005,2.0,46.3,2025-07-06,delivered,Bank Transfer,West,0.05,87.96999999999998,2025-07
O559255,C00033,P0027,4.0,42.76,2025-07-06,cancelled,Bank Transfer,South,0.1,153.936,2025-07
O170016,C00368,P0029,2.0,31.31,2025-07-06,delivered,Paypal,Central,0.0,62.62,2025-07
O414111,C00192,P0027,5.0,29.64,2025-07-06,delivered,Credit Card,South,0.05,140.79,2025-07
O140000,C00361,P0001,3.0,24.28,2025-07-06,cancelled,Credit Card,West,0.2,58.272000000000006,2025-07
O165398,C00450,P0021,1.0,27.66,2025-07-06,delivered,Credit Card,Central,0.1,24.894000000000002,2025-07
O788345,C00500,P0013,3.0,19.14,2025-07-06,delivered,Paypal,Central,0.2,45.93600000000001,2025-07
O878285,C00188,P0021,4.0,37.65,2025-07-06,delivered,Credit Card,East,0.2,120.48,2025-07
O431303,C00011,P0015,1.0,23.92,2025-07-06,delivered,Credit Card,West,0.05,22.724,2025-07
O656468,C00186,P0004,5.0,28.82,2025-07-06,delivered,Credit Card,North,0.05,136.89499999999998,2025-07
O744631,C00163,P0007,1.0,47.18,2025-07-06,delivered,Credit Card,East,0.15,40.103,2025-07
O920466,C00233,P0013,2.0,11.6,2025-07-06,delivered,Bank Transfer,East,0.05,22.04,2025-07
O813695,C00109,P0027,1.0,8.56,2025-07-06,delivered,Credit Card,South,0.2,6.848000000000001,2025-07
O871423,C00273,P0010,5.0,19.6,2025-07-06,delayed,Credit Card,East,0.0,98.0,2025-07
O557438,C00500,P0010,2.0,36.81,2025-07-06,delayed,Credit Card,West,0.0,73.62,2025-07
O634163,C00461,P0022,2.0,16.77,2025-07-06,delayed,Bank Transfer,North,0.0,33.54,2025-07
O465583,C00499,P0015,4.0,11.18,2025-07-06,delayed,Credit Card,Central,0.15,38.012,2025-07
O159491,C00343,P0027,2.0,28.32,2025-07-06,delivered,Paypal,South,0.1,50.976,2025-07
O714201,C00099,P0022,5.0,25.25,2025-07-06,delivered,Credit Card,South,0.15,107.3125,2025-07
O580736,C00362,P0009,3.0,20.27,2025-07-06,delivered,Credit Card,South,0.0,60.81,2025-07
O737695,C00483,P0010,4.0,43.19,2025-07-06,delivered,Paypal,East,0.1,155.484,2025-07
O184863,C00186,P0013,5.0,8.76,2025-07-06,delayed,Paypal,North,0.05,41.60999999999999,2025-07
O704747,C00207,P0021,1.0,35.63,2025-07-06,delivered,Bank Transfer,South,0.0,35.63,2025-07
O314803,C00428,P0003,3.0,26.41,2025-07-06,delivered,Bank Transfer,Central,0.1,71.307,2025-07
O466713,C00078,P0003,1.0,28.26,2025-07-06,cancelled,Bank Transfer,North,0.2,22.608000000000004,2025-07
O496843,C00228,P0019,4.0,31.31,2025-07-06,cancelled,Bank Transfer,North,0.2,100.19200000000001,2025-07
O762667,C00421,P0028,2.0,19.38,2025-07-06,delivered,Credit Card,North,0.15,32.946,2025-07
O770781,C00363,P0026,3.0,13.78,2025-07-06,delivered,Paypal,North,0.15,35.138999999999996,2025-07
O218718,C00062,P0010,5.0,27.68,2025-07-06,delivered,Bank Transfer,East,0.0,138.4,2025-07
O814031,C00386,P0004,5.0,37.0,2025-07-06,cancelled,Paypal,Central,0.1,166.5,2025-07
O331546,C00491,P0006,2.0,36.51,2025-07-06,delayed,Credit Card,East,0.0,73.02,2025-07
O306100,C00333,P0030,1.0,20.5,2025-07-06,delayed,Bank Transfer,West,0.05,19.474999999999998,2025-07
O929044,C00450,P0007,3.0,22.96,2025-07-06,delivered,Credit Card,Central,0.2,55.104,2025-07
O220675,C00321,P0016,4.0,22.0,2025-07-06,cancelled,Credit Card,West,0.2,70.4,2025-07
O858719,C00471,P0008,1.0,14.94,2025-07-06,delayed,Credit Card,South,0.05,14.193,2025-07
O549871,C00240,P0007,5.0,49.62,2025-07-06,delayed,Credit Card,West,0.0,248.1,2025-07
O207515,C00005,P0014,3.0,15.59,2025-07-06,delayed,Credit Card,North,0.05,44.43149999999999,2025-07
O244644,C00118,P0009,5.0,30.45,2025-07-06,delayed,Credit Card,Central,0.2,121.80000000000001,2025-07
O183265,C00051,P0030,3.0,48.9,2025-07-06,cancelled,Bank Transfer,Central,0.2,117.36,2025-07
O305454,C00380,P0007,4.0,18.96,2025-07-06,delivered,Paypal,North,0.1,68.256,2025-07
O706557,C00177,P0004,2.0,28.92,2025-07-06,delayed,Credit Card,West,0.2,46.272000000000006,2025-07
O525080,C00145,P0012,1.0,24.31,2025-07-06,delayed,Bank Transfer,West,0.05,23.094499999999996,2025-07
O589407,C00134,P0016,5.0,32.97,2025-07-06,delivered,Paypal,South,0.2,131.88,2025-07
O260956,C00351,P0013,2.0,24.37,2025-07-06,delayed,Bank Transfer,East,0.15,41.429,2025-07
O548487,C00117,P0024,2.0,31.18,2025-07-06,delivered,Paypal,Central,0.2,49.888000000000005,2025-07
O827803,C00246,P0007,3.0,20.46,2025-07-06,cancelled,Bank Transfer,Central,0.0,61.38,2025-07
O278565,C00453,P0006,1.0,9.49,2025-07-06,delayed,Bank Transfer,South,0.1,8.541,2025-07
O368331,C00268,P0019,5.0,28.61,2025-07-06,delayed,Paypal,North,0.0,143.05,2025-07
O999888,C00180,P0024,5.0,29.85,2025-07-06,delayed,Credit Card,North,0.0,149.25,2025-07
O179563,C00451,P0022,4.0,24.1,2025-07-06,delayed,Credit Card,Central,0.05,91.58,2025-07
O189058,C00417,P0028,3.0,15.52,2025-07-06,delivered,Paypal,West,0.0,46.56,2025-07
O441468,C00290,P0004,1.0,49.45,2025-07-06,delivered,Bank Transfer,Central,0.1,44.505,2025-07
O361211,C00363,P0017,2.0,27.98,2025-07-06,cancelled,Bank Transfer,South,0.2,44.768,2025-07
O972075,C00385,P0020,3.0,48.95,2025-07-06,delivered,Bank Transfer,North,0.05,139.50750000000002,2025-07
O425254,C00299,P0022,2.0,39.75,2025-07-06,delayed,Bank Transfer,East,0.05,75.52499999999999,2025-07
O208488,C00108,P0015,5.0,48.34,2025-07-06,cancelled,Credit Card,Central,0.05,229.615,2025-07
O656351,C00067,P0027,4.0,34.89,2025-07-06,delayed,Bank Transfer,Central,0.0,139.56,2025-07
O535019,C00026,P0021,5.0,33.58,2025-07-06,delayed,Credit Card,South,0.2,134.32,2025-07
O539282,C00329,P0003,1.0,12.3,2025-07-06,delayed,Credit Card,South,0.15,10.455,2025-07
O478702,C00160,P0021,1.0,25.26,2025-07-06,delayed,Credit Card,North,0.0,25.26,2025-07
O281217,C00126,P0009,2.0,46.73,2025-07-06,delivered,Credit Card,West,0.1,84.11399999999999,2025-07
O901951,C00211,P0001,3.0,17.66,2025-07-06,delivered,Bank Transfer,West,0.2,42.38400000000001,2025-07
O529086,C00449,P0027,2.0,14.79,2025-07-06,cancelled,Credit Card,Central,0.0,29.58,2025-07
O675459,C00314,P0007,3.0,10.53,2025-07-06,cancelled,Bank Transfer,Central,0.0,31.589999999999996,2025-07
O106347,C00169,P0030,3.0,12.35,2025-07-06,delayed,Credit Card,West,0.0,37.05,2025-07
O580600,C00453,P0028,3.0,36.07,2025-07-06,delayed,Credit Card,North,0.1,97.38900000000001,2025-07
O415494,C00325,P0006,2.0,18.13,2025-07-06,delayed,Paypal,South,0.1,32.634,2025-07
O903878,C00138,P0030,3.0,19.75,2025-07-06,delivered,Credit Card,West,0.05,56.287499999999994,2025-07
O990980,C00310,P0019,5.0,19.94,2025-07-06,delivered,Credit Card,South,0.2,79.76,2025-07
O181058,C00087,P0029,5.0,16.7,2025-07-06,delayed,Credit Card,Central,0.0,83.5,2025-07
O868518,C00157,P0010,2.0,26.02,2025-07-06,delayed,Credit Card,South,0.05,49.437999999999995,2025-07
O199691,C00238,P0011,5.0,16.1,2025-07-06,delivered,Credit Card,North,0.2,64.4,2025-07
O538559,C00069,P0006,2.0,43.09,2025-07-06,delayed,Paypal,North,0.2,68.944,2025-07
O554623,C00211,P0002,2.0,45.67,2025-07-06,delayed,Credit Card,West,0.15,77.639,2025-07
O281658,C00079,P0015,2.0,21.93,2025-07-06,delivered,Bank Transfer,Central,0.05,41.666999999999994,2025-07
O774643,C00374,P0014,3.0,10.5,2025-07-06,cancelled,Paypal,Central,0.0,31.5,2025-07
O822153,C00255,P0010,2.0,12.29,2025-07-06,delivered,Paypal,North,0.1,22.122,2025-07
O229160,C00243,P0029,4.0,8.91,2025-07-06,delivered,Credit Card,West,0.05,33.858,2025-07
O344216,C00418,P0009,1.0,38.52,2025-07-06,delivered,Credit Card,North,0.1,34.668000000000006,2025-07
O793059,C00102,P0030,2.0,20.41,2025-07-06,cancelled,Paypal,North,0.15,34.697,2025-07
O334065,C00447,P0014,5.0,19.67,2025-07-06,delivered,Bank Transfer,South,0.15,83.59750000000001,2025-07
O367207,C00336,P0019,5.0,13.39,2025-07-06,delivered,Credit Card,Central,0.1,60.255,2025-07
O207161,C00114,P0012,2.0,22.75,2025-07-06,cancelled,Bank Transfer,East,0.0,45.5,2025-07
O188200,C00062,P0006,2.0,17.91,2025-07-06,delayed,Credit Card,South,0.2,28.656000000000002,2025-07
O425784,C00441,P0012,5.0,14.66,2025-07-06,cancelled,Paypal,West,0.05,69.63499999999999,2025-07
O389815,C00062,P0002,1.0,43.69,2025-07-06,cancelled,Credit Card,East,0.0,43.69,2025-07
O388836,C00097,P0001,5.0,8.87,2025-07-06,cancelled,Bank Transfer,South,0.1,39.915,2025-07
O455168,C00323,P0019,3.0,18.81,2025-07-06,delayed,Paypal,South,0.0,56.42999999999999,2025-07
O602463,C00434,P0021,2.0,40.72,2025-07-06,delivered,Paypal,North,0.0,81.44,2025-07
O895136,C00141,P0029,3.0,38.62,2025-07-06,delayed,Paypal,South,0.1,104.27399999999999,2025-07
O600037,C00086,P0019,5.0,8.64,2025-07-06,delayed,Bank Transfer,East,0.05,41.04,2025-07
O571034,C00447,P0027,5.0,12.05,2025-07-06,delivered,Credit Card,South,0.0,60.25,2025-07
O675033,C00441,P0025,2.0,48.49,2025-07-06,delivered,Credit Card,West,0.0,96.98,2025-07
O182687,C00473,P0009,5.0,39.44,2025-07-06,cancelled,Credit Card,South,0.05,187.33999999999997,2025-07
O562105,C00111,P0011,5.0,25.84,2025-07-06,cancelled,Paypal,South,0.0,129.2,2025-07
O850705,C00370,P0026,1.0,39.61,2025-07-06,delivered,Credit Card,East,0.1,35.649,2025-07
O881717,C00331,P0012,3.0,9.23,2025-07-06,delivered,Paypal,South,0.0,27.69,2025-07
O418718,C00261,P0014,2.0,11.98,2025-07-06,cancelled,Paypal,East,0.05,22.762,2025-07
O136583,C00225,P0028,5.0,22.37,2025-07-06,delivered,Bank Transfer,West,0.0,111.85000000000001,2025-07
O951100,C00166,P0024,1.0,18.14,2025-07-06,delivered,Bank Transfer,East,0.2,14.512,2025-07
O662538,C00480,P0011,4.0,14.52,2025-07-06,delivered,Paypal,Central,0.05,55.175999999999995,2025-07
O133034,C00352,P0024,5.0,39.74,2025-07-06,delivered,Credit Card,South,0.2,158.96000000000004,2025-07
O427632,C00248,P0022,4.0,30.07,2025-07-06,delayed,Bank Transfer,South,0.0,120.28,2025-07
O626435,C00265,P0006,1.0,9.23,2025-07-06,cancelled,Credit Card,Central,0.05,8.7685,2025-07
O248549,C00216,P0008,4.0,47.55,2025-07-06,delayed,Paypal,Central,0.1,171.18,2025-07
O983263,C00034,P0013,3.0,8.83,2025-07-06,cancelled,Bank Transfer,Central,0.1,23.841,2025-07
O804757,C00321,P0008,2.0,15.77,2025-07-06,delayed,Credit Card,South,0.2,25.232,2025-07
O961508,C00201,P0021,4.0,38.15,2025-07-06,delayed,Paypal,East,0.0,152.6,2025-07
O131701,C00312,P0021,3.0,23.26,2025-07-06,delayed,Paypal,West,0.05,66.291,2025-07
O815292,C00114,P0003,5.0,36.95,2025-07-06,delayed,Paypal,South,0.2,147.8,2025-07
O950094,C00202,P0027,2.0,38.47,2025-07-06,delivered,Credit Card,South,0.2,61.552,2025-07
O409405,C00369,P0026,2.0,15.05,2025-07-06,cancelled,Bank Transfer,Central,0.05,28.595,2025-07
O560618,C00168,P0026,4.0,9.28,2025-07-06,delayed,Credit Card,North,0.15,31.551999999999996,2025-07
O688414,C00106,P0014,5.0,34.38,2025-07-06,cancelled,Credit Card,North,0.15,146.115,2025-07
O997877,C00210,P0018,3.0,48.04,2025-07-06,delivered,Paypal,West,0.05,136.914,2025-07
O239905,C00074,P0024,2.0,20.34,2025-07-06,delayed,Credit Card,North,0.0,40.68,2025-07
O329463,C00387,P0011,3.0,24.83,2025-07-06,delivered,Bank Transfer,West,0.0,74.49,2025-07
O175581,C00037,P0011,4.0,35.47,2025-07-06,delayed,Credit Card,South,0.15,120.598,2025-07
O218238,C00175,P0022,4.0,23.22,2025-07-06,delivered,Credit Card,North,0.0,92.88,2025-07
O398119,C00249,P0014,5.0,30.48,2025-07-06,cancelled,Paypal,West,0.0,152.4,2025-07
O455787,C00029,P0023,4.0,19.78,2025-07-06,delayed,Credit Card,West,0.0,79.12,2025-07
O758507,C00374,P0010,5.0,9.84,2025-07-06,delivered,Credit Card,West,0.2,39.36000000000001,2025-07
O402997,C00392,P0010,4.0,10.13,2025-07-06,delayed,Credit Card,West,0.15,34.442,2025-07
O227627,C00072,P0004,5.0,27.07,2025-07-06,delayed,Credit Card,South,0.1,121.815,2025-07
O730314,C00175,P0016,2.0,29.08,2025-07-06,delivered,Bank Transfer,West,0.1,52.344,2025-07
O142443,C00345,P0018,4.0,39.93,2025-07-06,delayed,Credit Card,North,0.0,159.72,2025-07
O995201,C00404,P0013,4.0,18.59,2025-07-06,delayed,Credit Card,North,0.2,59.488,2025-07
O803584,C00148,P0017,2.0,25.96,2025-07-06,delivered,Credit Card,Central,0.05,49.324,2025-07
O286762,C00414,P0025,5.0,27.86,2025-07-06,delivered,Credit Card,South,0.0,139.3,2025-07
O254335,C00318,P0010,1.0,19.09,2025-07-06,delayed,Credit Card,Central,0.1,17.181,2025-07
O315630,C00178,P0020,5.0,26.58,2025-07-06,delivered,Bank Transfer,North,0.0,132.89999999999998,2025-07
O259978,C00305,P0023,2.0,25.51,2025-07-06,cancelled,Bank Transfer,West,0.0,51.02,2025-07
O524146,C00301,P0001,4.0,33.72,2025-07-06,delivered,Credit Card,West,0.15,114.648,2025-07
O426988,C00294,P0018,5.0,26.53,2025-07-06,delayed,Credit Card,Central,0.1,119.385,2025-07
O782692,C00118,P0017,2.0,12.11,2025-07-06,delivered,Paypal,West,0.0,24.22,2025-07
O425469,C00364,P0001,5.0,12.27,2025-07-06,cancelled,Credit Card,South,0.15,52.147499999999994,2025-07
O397944,C00328,P0004,1.0,49.41,2025-07-06,delivered,Credit Card,East,0.05,46.939499999999995,2025-07
O664891,C00167,P0020,2.0,45.68,2025-07-06,delayed,Bank Transfer,South,0.15,77.65599999999999,2025-07
O469319,C00061,P0009,3.0,32.8,2025-07-06,delivered,Credit Card,Central,0.0,98.39999999999999,2025-07
O982890,C00261,P0014,3.0,24.83,2025-07-06,cancelled,Bank Transfer,West,0.2,59.592,2025-07
O589461,C00082,P0010,3.0,19.67,2025-07-06,cancelled,Paypal,East,0.0,59.010000000000005,2025-07
O962995,C00269,P0013,2.0,42.53,2025-07-06,delayed,Paypal,East,0.05,80.807,2025-07
O170067,C00041,P0027,2.0,35.05,2025-07-06,delivered,Paypal,West,0.15,59.584999999999994,2025-07
O130443,C00030,P0012,1.0,23.15,2025-07-06,delayed,Credit Card,West,0.2,18.52,2025-07
O957285,C00225,P0021,3.0,46.18,2025-07-06,delivered,Bank Transfer,Central,0.0,138.54,2025-07
O990779,C00356,P0008,1.0,38.43,2025-07-06,delayed,Bank Transfer,East,0.2,30.744,2025-07
O356797,C00113,P0021,3.0,20.46,2025-07-06,delivered,Bank Transfer,Central,0.0,61.38,2025-07
O609975,C00334,P0008,3.0,26.51,2025-07-06,delayed,Credit Card,East,0.2,63.624,2025-07
O391456,C00351,P0001,4.0,11.29,2025-07-06,delivered,Credit Card,East,0.0,45.16,2025-07
O206812,C00317,P0005,5.0,27.75,2025-07-06,delayed,Credit Card,West,0.0,138.75,2025-07
O736616,C00486,P0024,3.0,23.07,2025-07-06,delivered,Bank Transfer,East,0.0,69.21000000000001,2025-07
O533529,C00255,P0020,2.0,24.8,2025-07-06,delivered,Credit Card,South,0.2,39.68000000000001,2025-07
O165922,C00352,P0020,2.0,32.71,2025-07-06,delivered,Credit Card,Central,0.0,65.42,2025-07
O935984,C00256,P0028,3.0,48.28,2025-07-06,cancelled,Paypal,Central,0.05,137.59799999999998,2025-07
O476234,C00292,P0015,2.0,32.35,2025-07-06,cancelled,Credit Card,West,0.1,58.230000000000004,2025-07
O608997,C00296,P0023,2.0,9.64,2025-07-06,delivered,Paypal,North,0.2,15.424000000000001,2025-07
O301425,C00146,P0012,1.0,12.32,2025-07-06,delayed,Bank Transfer,North,0.15,10.472,2025-07
O978547,C00441,P0002,3.0,19.06,2025-07-06,delayed,Credit Card,Central,0.1,51.461999999999996,2025-07
O116663,C00184,P0018,3.0,42.31,2025-07-06,delayed,Credit Card,Central,0.15,107.8905,2025-07
O109814,C00451,P0005,5.0,41.96,2025-07-06,delayed,Paypal,Central,0.05,199.31,2025-07
O513691,C00491,P0028,2.0,9.87,2025-07-06,delivered,Bank Transfer,West,0.15,16.779,2025-07
O862059,C00286,P0011,4.0,13.24,2025-07-06,delayed,Credit Card,North,0.1,47.664,2025-07
O840627,C00175,P0023,2.0,40.51,2025-07-06,delivered,Credit Card,North,0.15,68.86699999999999,2025-07
O318597,C00165,P0018,3.0,15.73,2025-07-06,delayed,Credit Card,North,0.0,47.19,2025-07
